,drug,CYP_l,CYP1A2_l,CYP3A4_l,CYP2C8_l,CYP2C9_l,cytochrome,CYP1A2,CYP3A4,CYP2C8,CYP2C9,year,count_pubmed,count_name,CYP1A2_norm_cyt,CYP1A2_norm_name,CYP1A2_norm_pubmed,CYP3A4_norm_cyt,CYP3A4_norm_name,CYP3A4_norm_pubmed,CYP2C8_norm_cyt,CYP2C8_norm_name,CYP2C8_norm_pubmed,CYP2C9_norm_cyt,CYP2C9_norm_name,CYP2C9_norm_pubmed,pubmed_count_full
742,MEDROXYPROGESTERONE ACETATE,1.0,0.0,1.0,0.0,0.0,2140.0,220.0,711.0,120.0,225.0,1963.0,6584.0,60300.0,0.102803738317757,0.003648424543946932,0.03341433778857837,0.3322429906542056,0.011791044776119404,0.10798906439854192,0.056074766355140186,0.001990049751243781,0.018226002430133656,0.10514018691588785,0.0037313432835820895,0.03417375455650061,60300.0
743,OXYMORPHONE,0.0,0.0,0.0,0.0,0.0,881.0,262.0,718.0,141.0,310.0,1969.0,682.0,15300.0,0.2973893303064699,0.017124183006535947,0.3841642228739003,0.8149829738933031,0.0469281045751634,1.0527859237536656,0.16004540295119182,0.009215686274509804,0.20674486803519063,0.3518728717366629,0.020261437908496733,0.45454545454545453,15300.0
744,CARBAMAZEPINE,2.0,0.0,1.0,0.0,0.0,20100.0,6490.0,14500.0,3700.0,9340.0,1970.0,15734.0,179000.0,0.32288557213930347,0.036256983240223466,0.412482521927037,0.7213930348258707,0.08100558659217877,0.9215711198678022,0.18407960199004975,0.020670391061452513,0.23515952713868057,0.4646766169154229,0.05217877094972067,0.5936189144527775,179000.0
745,HYDROCHLOROTHIAZIDE,0.0,0.0,0.0,0.0,0.0,3560.0,543.0,2190.0,880.0,1350.0,1962.0,6500.0,107000.0,0.15252808988764044,0.005074766355140187,0.08353846153846153,0.6151685393258427,0.020467289719626167,0.33692307692307694,0.24719101123595505,0.00822429906542056,0.13538461538461538,0.3792134831460674,0.012616822429906542,0.2076923076923077,107000.0
746,THIOTEPA,2.0,0.0,1.0,0.0,0.0,1480.0,516.0,982.0,406.0,534.0,1958.0,2146.0,33100.0,0.34864864864864864,0.015589123867069487,0.24044734389561975,0.6635135135135135,0.029667673716012085,0.4575955265610438,0.2743243243243243,0.012265861027190333,0.1891891891891892,0.3608108108108108,0.016132930513595167,0.2488350419384902,33100.0
747,HYDROMORPHONE HYDROCHLORIDE,4.0,0.0,1.0,0.0,1.0,589.0,153.0,416.0,90.0,168.0,1973.0,1860.0,7790.0,0.2597623089983022,0.019640564826700898,0.08225806451612903,0.7062818336162988,0.053401797175866496,0.22365591397849463,0.15280135823429541,0.011553273427471117,0.04838709677419355,0.28522920203735147,0.021566110397946085,0.09032258064516129,7790.0
748,MECAMYLAMINE,0.0,0.0,0.0,0.0,0.0,643.0,52.0,165.0,11.0,40.0,1957.0,2971.0,17000.0,0.08087091757387248,0.003058823529411765,0.017502524402558062,0.25660964230171074,0.009705882352941177,0.055536856277347696,0.017107309486780714,0.0006470588235294118,0.003702457085156513,0.06220839813374806,0.002352941176470588,0.013463480309660047,17000.0
749,PYRIDOSTIGMINE,0.0,0.0,0.0,0.0,0.0,727.0,106.0,280.0,30.0,76.0,1962.0,2004.0,26200.0,0.14580467675378267,0.0040458015267175575,0.05289421157684631,0.38514442916093533,0.010687022900763359,0.13972055888223553,0.04126547455295736,0.0011450381679389313,0.014970059880239521,0.10453920220082531,0.002900763358778626,0.03792415169660679,26200.0
750,METHYLPHENIDATE,0.0,0.0,0.0,0.0,0.0,5000.0,706.0,4490.0,792.0,2460.0,1962.0,7319.0,132000.0,0.1412,0.005348484848484848,0.09646126520016396,0.898,0.03401515151515151,0.6134717857630824,0.1584,0.006,0.10821150430386665,0.492,0.018636363636363635,0.3361114906407979,132000.0
751,HYDROXYCHLOROQUINE,0.0,0.0,0.0,0.0,0.0,2250.0,349.0,841.0,253.0,339.0,1963.0,6314.0,131000.0,0.15511111111111112,0.00266412213740458,0.05527399429838454,0.37377777777777776,0.006419847328244275,0.13319607222046245,0.11244444444444444,0.0019312977099236641,0.04006968641114982,0.15066666666666667,0.0025877862595419846,0.053690212226797596,131000.0
752,DAPSONE,4.0,0.0,1.0,1.0,1.0,3710.0,1320.0,2360.0,667.0,1370.0,1957.0,4403.0,64200.0,0.3557951482479784,0.020560747663551402,0.29979559391324095,0.6361185983827493,0.0367601246105919,0.5359981830570066,0.1797843665768194,0.010389408099688474,0.15148762207585736,0.3692722371967655,0.02133956386292835,0.31115148762207584,64200.0
753,PYRAZINAMIDE,0.0,0.0,0.0,0.0,0.0,2850.0,361.0,1240.0,222.0,405.0,1956.0,4243.0,67500.0,0.12666666666666668,0.005348148148148148,0.08508131039358945,0.43508771929824563,0.01837037037037037,0.29224605232147066,0.07789473684210527,0.003288888888888889,0.05232147065755362,0.14210526315789473,0.006,0.09545133160499647,67500.0
754,WARFARIN,6.0,1.0,1.0,1.0,1.0,24600.0,9170.0,16200.0,5830.0,15000.0,1953.0,24754.0,598000.0,0.3727642276422764,0.015334448160535117,0.3704451805768765,0.6585365853658537,0.02709030100334448,0.6544396865153107,0.2369918699186992,0.009749163879598663,0.23551749212248527,0.6097560975609756,0.02508361204013378,0.6059626726993618,598000.0
755,DIGOXIN,0.0,0.0,0.0,0.0,0.0,16400.0,4310.0,12500.0,2520.0,5100.0,1957.0,11717.0,284000.0,0.2628048780487805,0.015176056338028168,0.36784159767858665,0.7621951219512195,0.04401408450704225,1.0668259793462491,0.15365853658536585,0.008873239436619718,0.2150721174362038,0.31097560975609756,0.01795774647887324,0.4352649995732696,284000.0
756,SUCCINYLCHOLINE,0.0,0.0,0.0,0.0,0.0,1480.0,379.0,791.0,160.0,462.0,1955.0,3766.0,68800.0,0.2560810810810811,0.0055087209302325585,0.1006372809346787,0.5344594594594595,0.011497093023255814,0.2100371747211896,0.10810810810810811,0.002325581395348837,0.04248539564524695,0.31216216216216214,0.0067151162790697674,0.12267657992565056,68800.0
757,ERYTHROMYCIN,1.0,0.0,0.0,0.0,0.0,21200.0,5460.0,13900.0,2790.0,6170.0,1953.0,30022.0,397000.0,0.25754716981132075,0.013753148614609571,0.18186663113716608,0.6556603773584906,0.03501259445843829,0.4629938045433349,0.13160377358490566,0.007027707808564231,0.09293184997668376,0.2910377358490566,0.015541561712846347,0.205515954966358,397000.0
758,ISONIAZID,0.0,0.0,0.0,0.0,0.0,12400.0,3640.0,6600.0,1500.0,3540.0,1953.0,14015.0,252000.0,0.29354838709677417,0.014444444444444444,0.25972172672136995,0.532258064516129,0.02619047619047619,0.4709240099892972,0.12096774193548387,0.005952380952380952,0.10702818408847663,0.2854838709677419,0.014047619047619048,0.25258651444880487,252000.0
759,DISULFIRAM,0.0,0.0,0.0,0.0,0.0,4860.0,1290.0,2270.0,549.0,1090.0,1950.0,2764.0,48300.0,0.2654320987654321,0.02670807453416149,0.4667149059334298,0.4670781893004115,0.04699792960662526,0.821273516642547,0.11296296296296296,0.011366459627329193,0.19862518089725037,0.2242798353909465,0.022567287784679087,0.394356005788712,48300.0
760,PROMETHAZINE,2.0,0.0,0.0,0.0,0.0,2420.0,495.0,1520.0,205.0,437.0,1958.0,2130.0,51300.0,0.20454545454545456,0.009649122807017544,0.2323943661971831,0.628099173553719,0.02962962962962963,0.7136150234741784,0.08471074380165289,0.003996101364522417,0.09624413145539906,0.1805785123966942,0.008518518518518519,0.2051643192488263,51300.0
761,OXYCODONE,3.0,0.0,1.0,0.0,0.0,3140.0,1060.0,2570.0,544.0,1260.0,1963.0,3943.0,77900.0,0.3375796178343949,0.013607188703465983,0.2688308394623383,0.8184713375796179,0.032991014120667524,0.651787978696424,0.1732484076433121,0.006983311938382542,0.13796601572406797,0.4012738853503185,0.016174582798459562,0.3195536393608927,77900.0
762,SULFASALAZINE,0.0,0.0,0.0,0.0,0.0,2690.0,521.0,1370.0,320.0,631.0,1950.0,4961.0,62400.0,0.1936802973977695,0.008349358974358975,0.10501914936504737,0.5092936802973977,0.021955128205128203,0.27615400120943356,0.11895910780669144,0.005128205128205128,0.06450312437008668,0.2345724907063197,0.010112179487179487,0.12719209836726467,62400.0
763,ERGOTAMINE,1.0,0.0,1.0,0.0,0.0,1540.0,388.0,910.0,179.0,373.0,1927.0,7879.0,32600.0,0.2519480519480519,0.011901840490797545,0.0492448280238609,0.5909090909090909,0.02791411042944785,0.11549689046833354,0.11623376623376623,0.00549079754601227,0.022718619114100773,0.2422077922077922,0.011441717791411043,0.047341033126031225,32600.0
764,ISOPROTERENOL,0.0,0.0,0.0,0.0,0.0,7380.0,597.0,1730.0,256.0,524.0,1957.0,29403.0,108000.0,0.08089430894308942,0.005527777777777778,0.02030405060708091,0.23441734417344173,0.01601851851851852,0.05883753358500833,0.034688346883468835,0.0023703703703703703,0.008706594565180423,0.07100271002710028,0.004851851851851852,0.01782131075060368,108000.0
765,AMINOSALICYLIC ACID,0.0,0.0,0.0,0.0,0.0,5310.0,1460.0,2250.0,162.0,1010.0,1950.0,2697.0,56200.0,0.2749529190207156,0.02597864768683274,0.5413422321097516,0.423728813559322,0.0400355871886121,0.8342602892102335,0.030508474576271188,0.0028825622775800713,0.060066740823136816,0.1902071563088512,0.01797153024911032,0.37449017426770487,56200.0
766,METHADONE,5.0,0.0,1.0,0.0,1.0,7060.0,2400.0,5380.0,1310.0,2620.0,1949.0,13126.0,336000.0,0.33994334277620397,0.007142857142857143,0.1828432119457565,0.7620396600566572,0.016011904761904762,0.4098735334450708,0.18555240793201133,0.003898809523809524,0.09980191985372543,0.37110481586402266,0.007797619047619048,0.19960383970745085,336000.0
767,PYRIDOXINE,0.0,0.0,0.0,0.0,0.0,8590.0,1080.0,1790.0,125.0,973.0,1945.0,5520.0,181000.0,0.12572759022118743,0.0059668508287292815,0.1956521739130435,0.20838183934807916,0.00988950276243094,0.3242753623188406,0.014551804423748545,0.0006906077348066298,0.022644927536231884,0.11327124563445867,0.005375690607734807,0.17626811594202899,181000.0
768,ASCORBIC ACID,0.0,0.0,0.0,0.0,0.0,48800.0,4730.0,13200.0,1180.0,6140.0,1935.0,43110.0,1260000.0,0.09692622950819672,0.003753968253968254,0.10971932266295523,0.27049180327868855,0.010476190476190476,0.30619345859429364,0.02418032786885246,0.0009365079365079365,0.02737183948039898,0.12581967213114753,0.004873015873015873,0.1424263511946184,1260000.0
769,NIACINAMIDE,1.0,0.0,0.0,0.0,0.0,854.0,49.0,143.0,20.0,43.0,1954.0,11192.0,21500.0,0.05737704918032787,0.0022790697674418604,0.0043781272337383844,0.16744730679156908,0.006651162790697674,0.01277698355968549,0.0234192037470726,0.0009302325581395349,0.0017869907076483202,0.05035128805620609,0.002,0.0038420300214438885,21500.0
770,CHLOROQUINE SULFATE,4.0,0.0,1.0,1.0,0.0,3870.0,398.0,2160.0,866.0,846.0,1952.0,20435.0,31900.0,0.10284237726098192,0.012476489028213167,0.019476388549057987,0.5581395348837209,0.0677115987460815,0.10570100318081722,0.22377260981912145,0.027147335423197493,0.042378272571568384,0.2186046511627907,0.026520376175548588,0.041399559579153415,31900.0
771,HYDROCODONE,4.0,0.0,1.0,0.0,0.0,1720.0,598.0,1370.0,296.0,685.0,1975.0,1185.0,38100.0,0.34767441860465115,0.01569553805774278,0.5046413502109705,0.7965116279069767,0.03595800524934383,1.1561181434599157,0.17209302325581396,0.007769028871391076,0.249789029535865,0.39825581395348836,0.017979002624671916,0.5780590717299579,38100.0
772,ETHINYL ESTRADIOL,5.0,1.0,1.0,1.0,1.0,7050.0,1920.0,4390.0,1060.0,1910.0,1961.0,8697.0,65000.0,0.2723404255319149,0.029538461538461538,0.2207657813038979,0.6226950354609929,0.06753846153846153,0.5047717603771416,0.150354609929078,0.016307692307692308,0.12188110842819364,0.27092198581560284,0.029384615384615384,0.21961595952627344,65000.0
773,MEPERIDINE,3.0,0.0,1.0,0.0,0.0,3490.0,911.0,1530.0,344.0,838.0,1949.0,3782.0,72600.0,0.26103151862464186,0.012548209366391184,0.24087784241142252,0.4383954154727794,0.021074380165289255,0.40454785827604445,0.098567335243553,0.004738292011019283,0.09095716552088842,0.24011461318051575,0.011542699724517906,0.22157588577472237,72600.0
774,DEOXYCHOLIC ACID,0.0,0.0,0.0,0.0,0.0,13700.0,2000.0,5540.0,264.0,5400.0,1966.0,10360.0,51900.0,0.145985401459854,0.038535645472061654,0.19305019305019305,0.4043795620437956,0.10674373795761079,0.5347490347490348,0.01927007299270073,0.005086705202312139,0.025482625482625483,0.39416058394160586,0.10404624277456648,0.5212355212355212,51900.0
775,ERGOCALCIFEROL,2.0,0.0,1.0,0.0,0.0,1430.0,54.0,525.0,39.0,72.0,1957.0,2689.0,25000.0,0.03776223776223776,0.00216,0.02008181480104128,0.36713286713286714,0.021,0.19523986612123467,0.02727272727272727,0.00156,0.014503532911863145,0.05034965034965035,0.00288,0.02677575306805504,25000.0
776,METHYLTESTOSTERONE,1.0,0.0,1.0,0.0,0.0,1330.0,112.0,407.0,52.0,110.0,1967.0,924.0,25500.0,0.08421052631578947,0.004392156862745098,0.12121212121212122,0.30601503759398496,0.01596078431372549,0.44047619047619047,0.039097744360902256,0.00203921568627451,0.05627705627705628,0.08270676691729323,0.004313725490196078,0.11904761904761904,25500.0
777,PHENYTOIN,4.0,0.0,1.0,1.0,1.0,18700.0,6420.0,14200.0,3570.0,8170.0,1961.0,12609.0,262000.0,0.3433155080213904,0.02450381679389313,0.5091601237211516,0.7593582887700535,0.05419847328244275,1.1261797129034816,0.19090909090909092,0.013625954198473282,0.2831310968355936,0.4368983957219251,0.03118320610687023,0.6479498770719327,262000.0
778,DEXTROAMPHETAMINE SULFATE,0.0,0.0,0.0,0.0,0.0,326.0,100.0,169.0,31.0,72.0,1958.0,4908.0,4290.0,0.3067484662576687,0.023310023310023312,0.020374898125509373,0.5184049079754601,0.03939393939393939,0.03443357783211084,0.0950920245398773,0.0072261072261072265,0.006316218418907905,0.22085889570552147,0.016783216783216783,0.014669926650366748,4290.0
779,NIACIN,0.0,0.0,0.0,0.0,0.0,7620.0,1270.0,1940.0,1090.0,1410.0,1946.0,5996.0,216000.0,0.16666666666666666,0.00587962962962963,0.21180787191460973,0.2545931758530184,0.008981481481481481,0.32354903268845897,0.14304461942257218,0.005046296296296296,0.18178785857238158,0.18503937007874016,0.006527777777777778,0.2351567711807872,216000.0
780,PROGESTERONE,5.0,0.0,1.0,0.0,1.0,36400.0,3890.0,6910.0,1650.0,3280.0,1937.0,98330.0,1400000.0,0.10686813186813186,0.0027785714285714284,0.03956066307332452,0.18983516483516483,0.0049357142857142855,0.07027356859554561,0.04532967032967033,0.0011785714285714286,0.016780229838299604,0.09010989010989011,0.002342857142857143,0.03335706295128649,1400000.0
781,NEOSTIGMINE,0.0,0.0,0.0,0.0,0.0,964.0,114.0,324.0,37.0,104.0,1950.0,3649.0,56300.0,0.11825726141078838,0.0020248667850799288,0.031241436009865717,0.3360995850622407,0.005754884547069272,0.08879144971224993,0.038381742738589214,0.0006571936056838366,0.010139764318991504,0.1078838174273859,0.001847246891651865,0.02850095916689504,56300.0
782,ESTRONE,6.0,0.0,1.0,0.0,1.0,12700.0,1680.0,4940.0,804.0,1310.0,1936.0,11283.0,109000.0,0.13228346456692913,0.015412844036697248,0.14889657006115395,0.3889763779527559,0.04532110091743119,0.43782681910839316,0.06330708661417322,0.007376146788990826,0.07125764424355224,0.1031496062992126,0.01201834862385321,0.11610387308339981,109000.0
783,AMPHETAMINE,1.0,0.0,0.0,0.0,0.0,14400.0,3410.0,7030.0,799.0,4510.0,1950.0,36651.0,496000.0,0.23680555555555555,0.006875,0.09303975334915827,0.48819444444444443,0.014173387096774194,0.1918092275790565,0.05548611111111111,0.0016108870967741936,0.0218002237319582,0.31319444444444444,0.00909274193548387,0.12305257701017708,496000.0
784,ATROPINE,0.0,0.0,0.0,0.0,0.0,7450.0,650.0,1980.0,233.0,535.0,1908.0,30167.0,458000.0,0.087248322147651,0.0014192139737991267,0.021546723240627175,0.2657718120805369,0.004323144104803493,0.06563463387144894,0.0312751677852349,0.0005087336244541485,0.007723671561640203,0.07181208053691275,0.0011681222707423582,0.017734610667285444,458000.0
785,BETRIXABAN,6.0,1.0,1.0,0.0,1.0,286.0,60.0,297.0,27.0,103.0,2006.0,172.0,2510.0,0.2097902097902098,0.02390438247011952,0.3488372093023256,1.0384615384615385,0.11832669322709163,1.7267441860465116,0.0944055944055944,0.010756972111553785,0.1569767441860465,0.36013986013986016,0.041035856573705176,0.5988372093023255,2510.0
786,EDOXABAN,1.0,0.0,1.0,0.0,0.0,1110.0,279.0,1220.0,146.0,476.0,2006.0,1584.0,22600.0,0.25135135135135134,0.012345132743362831,0.17613636363636365,1.0990990990990992,0.05398230088495575,0.7702020202020202,0.13153153153153152,0.006460176991150443,0.09217171717171717,0.42882882882882883,0.021061946902654866,0.3005050505050505,22600.0
787,APIXABAN,6.0,1.0,1.0,1.0,1.0,1830.0,487.0,1950.0,257.0,796.0,2006.0,3667.0,35200.0,0.26612021857923496,0.013835227272727273,0.13280610853558766,1.0655737704918034,0.05539772727272727,0.5317698391055359,0.14043715846994537,0.007301136363636364,0.0700845377692937,0.4349726775956284,0.022613636363636364,0.21707117534769566,35200.0
788,RIVAROXABAN,2.0,0.0,0.0,0.0,0.0,2160.0,573.0,2260.0,287.0,927.0,2005.0,5480.0,40600.0,0.2652777777777778,0.014113300492610838,0.10456204379562044,1.0462962962962963,0.05566502463054187,0.4124087591240876,0.13287037037037036,0.007068965517241379,0.05237226277372263,0.42916666666666664,0.022832512315270937,0.16916058394160585,40600.0
789,ASENAPINE,3.0,1.0,1.0,0.0,0.0,405.0,254.0,390.0,75.0,159.0,1990.0,410.0,6760.0,0.6271604938271605,0.03757396449704142,0.6195121951219512,0.9629629629629629,0.057692307692307696,0.9512195121951219,0.18518518518518517,0.011094674556213017,0.18292682926829268,0.3925925925925926,0.0235207100591716,0.3878048780487805,6760.0
790,CARFILZOMIB,0.0,0.0,0.0,0.0,0.0,978.0,86.0,310.0,40.0,68.0,2006.0,1027.0,12700.0,0.08793456032719836,0.006771653543307087,0.08373904576436222,0.3169734151329243,0.024409448818897637,0.3018500486854917,0.0408997955010225,0.0031496062992125984,0.03894839337877313,0.06952965235173825,0.005354330708661417,0.06621226874391431,12700.0
791,PASIREOTIDE,2.0,0.0,1.0,0.0,0.0,115.0,19.0,75.0,12.0,16.0,2002.0,553.0,6290.0,0.16521739130434782,0.0030206677265500795,0.034358047016274866,0.6521739130434783,0.01192368839427663,0.13562386980108498,0.10434782608695652,0.0019077901430842607,0.0216998191681736,0.1391304347826087,0.0025437201907790143,0.028933092224231464,6290.0
792,IVACAFTOR,1.0,0.0,0.0,0.0,0.0,389.0,87.0,294.0,74.0,153.0,1993.0,669.0,11300.0,0.2236503856041131,0.007699115044247788,0.13004484304932734,0.7557840616966581,0.026017699115044247,0.43946188340807174,0.19023136246786632,0.0065486725663716815,0.11061285500747384,0.39331619537275064,0.013539823008849558,0.22869955156950672,11300.0
793,LOMITAPIDE,6.0,1.0,1.0,1.0,0.0,190.0,33.0,178.0,42.0,72.0,2000.0,198.0,2480.0,0.1736842105263158,0.013306451612903225,0.16666666666666666,0.9368421052631579,0.0717741935483871,0.898989898989899,0.22105263157894736,0.016935483870967744,0.21212121212121213,0.37894736842105264,0.02903225806451613,0.36363636363636365,2480.0
794,BEDAQUILINE,1.0,0.0,1.0,0.0,0.0,839.0,85.0,415.0,74.0,92.0,2004.0,726.0,10100.0,0.10131108462455304,0.008415841584158416,0.11707988980716254,0.49463647199046484,0.04108910891089109,0.571625344352617,0.08820023837902265,0.007326732673267326,0.10192837465564739,0.10965435041716329,0.009108910891089108,0.12672176308539945,10100.0
795,CLOBAZAM,3.0,0.0,1.0,0.0,0.0,1390.0,435.0,921.0,267.0,565.0,1975.0,951.0,23700.0,0.3129496402877698,0.018354430379746836,0.45741324921135645,0.662589928057554,0.038860759493670884,0.9684542586750788,0.1920863309352518,0.011265822784810127,0.2807570977917981,0.4064748201438849,0.023839662447257385,0.594111461619348,23700.0
796,ROFLUMILAST,3.0,1.0,1.0,0.0,0.0,422.0,116.0,240.0,60.0,85.0,2000.0,586.0,7870.0,0.27488151658767773,0.014739517153748412,0.19795221843003413,0.5687203791469194,0.030495552731893267,0.40955631399317405,0.14218009478672985,0.007623888182973317,0.10238907849829351,0.2014218009478673,0.010800508259212199,0.14505119453924914,7870.0
797,METAXALONE,7.0,1.0,1.0,1.0,1.0,108.0,40.0,78.0,15.0,30.0,1978.0,40.0,1990.0,0.37037037037037035,0.020100502512562814,1.0,0.7222222222222222,0.03919597989949749,1.95,0.1388888888888889,0.007537688442211055,0.375,0.2777777777777778,0.01507537688442211,0.75,1990.0
798,THIORIDAZINE HYDROCHLORIDE,4.0,1.0,1.0,0.0,0.0,1150.0,439.0,710.0,160.0,371.0,1959.0,1782.0,7760.0,0.38173913043478264,0.05657216494845361,0.24635241301907967,0.6173913043478261,0.09149484536082474,0.3984287317620651,0.1391304347826087,0.020618556701030927,0.08978675645342311,0.3226086956521739,0.04780927835051546,0.20819304152637486,7760.0
799,METHYLDOPA ANHYDROUS,0.0,0.0,0.0,0.0,0.0,84.0,13.0,38.0,5.0,16.0,1988.0,4.0,856.0,0.15476190476190477,0.015186915887850467,3.25,0.4523809523809524,0.04439252336448598,9.5,0.05952380952380952,0.005841121495327103,1.25,0.19047619047619047,0.018691588785046728,4.0,856.0
800,PHENDIMETRAZINE,0.0,0.0,0.0,0.0,0.0,128.0,24.0,62.0,12.0,19.0,1975.0,68.0,2670.0,0.1875,0.008988764044943821,0.35294117647058826,0.484375,0.023220973782771534,0.9117647058823529,0.09375,0.0044943820224719105,0.17647058823529413,0.1484375,0.007116104868913857,0.27941176470588236,2670.0
